,period,timedelta,dst,labels
677,test_a,28 days 05:00:00,15,low
678,test_a,28 days 06:00:00,16,low
679,test_a,28 days 07:00:00,15,low
680,test_a,28 days 08:00:00,14,low
681,test_a,28 days 09:00:00,11,low
682,test_a,28 days 10:00:00,11,low
683,test_a,28 days 11:00:00,12,low
684,test_a,28 days 12:00:00,14,low
685,test_a,28 days 13:00:00,14,low
686,test_a,28 days 14:00:00,14,low
687,test_a,28 days 15:00:00,10,low
688,test_a,28 days 16:00:00,7,low
689,test_a,28 days 17:00:00,6,low
690,test_a,28 days 18:00:00,4,low
691,test_a,28 days 19:00:00,5,low
692,test_a,28 days 20:00:00,7,low
693,test_a,28 days 21:00:00,11,low
694,test_a,28 days 22:00:00,13,low
695,test_a,28 days 23:00:00,15,low
696,test_a,29 days 00:00:00,16,low
697,test_a,29 days 01:00:00,19,low
698,test_a,29 days 02:00:00,18,low
699,test_a,29 days 03:00:00,17,low
700,test_a,29 days 04:00:00,18,low
701,test_a,29 days 05:00:00,19,low
702,test_a,29 days 06:00:00,19,low
703,test_a,29 days 07:00:00,18,low
704,test_a,29 days 08:00:00,17,low
705,test_a,29 days 09:00:00,8,low
706,test_a,29 days 10:00:00,0,low
707,test_a,29 days 11:00:00,-6,low
708,test_a,29 days 12:00:00,-1,low
709,test_a,29 days 13:00:00,1,low
710,test_a,29 days 14:00:00,1,low
711,test_a,29 days 15:00:00,-1,low
712,test_a,29 days 16:00:00,-3,low
713,test_a,29 days 17:00:00,-3,low
714,test_a,29 days 18:00:00,-7,low
715,test_a,29 days 19:00:00,-11,low
716,test_a,29 days 20:00:00,-10,low
717,test_a,29 days 21:00:00,-8,low
718,test_a,29 days 22:00:00,-8,low
719,test_a,29 days 23:00:00,-9,low
720,test_a,30 days 00:00:00,-9,low
721,test_a,30 days 01:00:00,-6,low
722,test_a,30 days 02:00:00,-3,low
723,test_a,30 days 03:00:00,-4,low
724,test_a,30 days 04:00:00,-5,low
725,test_a,30 days 05:00:00,-5,low
726,test_a,30 days 06:00:00,-4,low
727,test_a,30 days 07:00:00,-2,low
728,test_a,30 days 08:00:00,2,low
729,test_a,30 days 09:00:00,4,low
730,test_a,30 days 10:00:00,4,low
731,test_a,30 days 11:00:00,4,low
732,test_a,30 days 12:00:00,7,low
733,test_a,30 days 13:00:00,11,low
734,test_a,30 days 14:00:00,11,low
735,test_a,30 days 15:00:00,10,low
736,test_a,30 days 16:00:00,10,low
737,test_a,30 days 17:00:00,9,low
738,test_a,30 days 18:00:00,1,low
739,test_a,30 days 19:00:00,-9,low
740,test_a,30 days 20:00:00,-4,low
741,test_a,30 days 21:00:00,-5,low
742,test_a,30 days 22:00:00,-5,low
743,test_a,30 days 23:00:00,-2,low
744,test_a,31 days 00:00:00,5,low
745,test_a,31 days 01:00:00,7,low
746,test_a,31 days 02:00:00,4,low
747,test_a,31 days 03:00:00,1,low
748,test_a,31 days 04:00:00,-2,low
749,test_a,31 days 05:00:00,-2,low
750,test_a,31 days 06:00:00,1,low
751,test_a,31 days 07:00:00,3,low
752,test_a,31 days 08:00:00,4,low
753,test_a,31 days 09:00:00,4,low
754,test_a,31 days 10:00:00,2,low
755,test_a,31 days 11:00:00,4,low
756,test_a,31 days 12:00:00,5,low
757,test_a,31 days 13:00:00,5,low
758,test_a,31 days 14:00:00,5,low
759,test_a,31 days 15:00:00,5,low
760,test_a,31 days 16:00:00,6,low
761,test_a,31 days 17:00:00,6,low
762,test_a,31 days 18:00:00,6,low
763,test_a,31 days 19:00:00,2,low
764,test_a,31 days 20:00:00,-2,low
765,test_a,31 days 21:00:00,2,low
766,test_a,31 days 22:00:00,5,low
767,test_a,31 days 23:00:00,7,low
768,test_a,32 days 00:00:00,11,low
769,test_a,32 days 01:00:00,11,low
770,test_a,32 days 02:00:00,12,low
771,test_a,32 days 03:00:00,15,low
772,test_a,32 days 04:00:00,18,low
773,test_a,32 days 05:00:00,18,low
774,test_a,32 days 06:00:00,18,low
775,test_a,32 days 07:00:00,21,low
776,test_a,32 days 08:00:00,19,low
777,test_a,32 days 09:00:00,14,low
778,test_a,32 days 10:00:00,11,low
779,test_a,32 days 11:00:00,10,low
780,test_a,32 days 12:00:00,10,low
781,test_a,32 days 13:00:00,10,low
782,test_a,32 days 14:00:00,6,low
783,test_a,32 days 15:00:00,1,low
784,test_a,32 days 16:00:00,-4,low
785,test_a,32 days 17:00:00,-5,low
786,test_a,32 days 18:00:00,-4,low
787,test_a,32 days 19:00:00,-4,low
788,test_a,32 days 20:00:00,-1,low
789,test_a,32 days 21:00:00,1,low
790,test_a,32 days 22:00:00,-1,low
791,test_a,32 days 23:00:00,-5,low
792,test_a,33 days 00:00:00,-7,low
793,test_a,33 days 01:00:00,-7,low
794,test_a,33 days 02:00:00,-2,low
795,test_a,33 days 03:00:00,2,low
796,test_a,33 days 04:00:00,1,low
797,test_a,33 days 05:00:00,-1,low
798,test_a,33 days 06:00:00,2,low
799,test_a,33 days 07:00:00,4,low
800,test_a,33 days 08:00:00,7,low
801,test_a,33 days 09:00:00,10,low
802,test_a,33 days 10:00:00,11,low
803,test_a,33 days 11:00:00,11,low
804,test_a,33 days 12:00:00,15,low
805,test_a,33 days 13:00:00,19,low
806,test_a,33 days 14:00:00,22,low
807,test_a,33 days 15:00:00,23,low
808,test_a,33 days 16:00:00,18,low
809,test_a,33 days 17:00:00,14,low
810,test_a,33 days 18:00:00,14,low
811,test_a,33 days 19:00:00,13,low
812,test_a,33 days 20:00:00,10,low
813,test_a,33 days 21:00:00,7,low
814,test_a,33 days 22:00:00,5,low
815,test_a,33 days 23:00:00,3,low
816,test_a,34 days 00:00:00,5,low
817,test_a,34 days 01:00:00,11,low
818,test_a,34 days 02:00:00,12,low
819,test_a,34 days 03:00:00,4,low
820,test_a,34 days 04:00:00,6,low
821,test_a,34 days 05:00:00,4,low
822,test_a,34 days 06:00:00,8,low
823,test_a,34 days 07:00:00,7,low
824,test_a,34 days 08:00:00,7,low
825,test_a,34 days 09:00:00,8,low
826,test_a,34 days 10:00:00,4,low
827,test_a,34 days 11:00:00,6,low
828,test_a,34 days 12:00:00,8,low
829,test_a,34 days 13:00:00,10,low
830,test_a,34 days 14:00:00,9,low
831,test_a,34 days 15:00:00,6,low
832,test_a,34 days 16:00:00,7,low
833,test_a,34 days 17:00:00,6,low
834,test_a,34 days 18:00:00,2,low
835,test_a,34 days 19:00:00,1,low
836,test_a,34 days 20:00:00,-2,low
837,test_a,34 days 21:00:00,-3,low
838,test_a,34 days 22:00:00,0,low
839,test_a,34 days 23:00:00,1,low
840,test_a,35 days 00:00:00,-2,low
841,test_a,35 days 01:00:00,0,low
842,test_a,35 days 02:00:00,0,low
843,test_a,35 days 03:00:00,1,low
844,test_a,35 days 04:00:00,4,low
845,test_a,35 days 05:00:00,5,low
846,test_a,35 days 06:00:00,6,low
847,test_a,35 days 07:00:00,4,low
848,test_a,35 days 08:00:00,4,low
849,test_a,35 days 09:00:00,10,low
850,test_a,35 days 10:00:00,5,low
851,test_a,35 days 11:00:00,5,low
852,test_a,35 days 12:00:00,6,low
853,test_a,35 days 13:00:00,7,low
854,test_a,35 days 14:00:00,5,low
855,test_a,35 days 15:00:00,4,low
856,test_a,35 days 16:00:00,3,low
857,test_a,35 days 17:00:00,5,low
858,test_a,35 days 18:00:00,3,low
859,test_a,35 days 19:00:00,-6,low
860,test_a,35 days 20:00:00,-7,low
861,test_a,35 days 21:00:00,-6,low
862,test_a,35 days 22:00:00,0,low
863,test_a,35 days 23:00:00,1,low
864,test_a,36 days 00:00:00,2,low
865,test_a,36 days 01:00:00,1,low
866,test_a,36 days 02:00:00,2,low
867,test_a,36 days 03:00:00,3,low
868,test_a,36 days 04:00:00,6,low
869,test_a,36 days 05:00:00,7,low
870,test_a,36 days 06:00:00,6,low
871,test_a,36 days 07:00:00,5,low
872,test_a,36 days 08:00:00,5,low
873,test_a,36 days 09:00:00,6,low
874,test_a,36 days 10:00:00,8,low
875,test_a,36 days 11:00:00,10,low
876,test_a,36 days 12:00:00,11,low
877,test_a,36 days 13:00:00,10,low
878,test_a,36 days 14:00:00,7,low
879,test_a,36 days 15:00:00,5,low
880,test_a,36 days 16:00:00,3,low
881,test_a,36 days 17:00:00,3,low
882,test_a,36 days 18:00:00,5,low
883,test_a,36 days 19:00:00,4,low
884,test_a,36 days 20:00:00,2,low
885,test_a,36 days 21:00:00,6,low
886,test_a,36 days 22:00:00,6,low
887,test_a,36 days 23:00:00,7,low
888,test_a,37 days 00:00:00,8,low
889,test_a,37 days 01:00:00,8,low
890,test_a,37 days 02:00:00,14,low
891,test_a,37 days 03:00:00,14,low
892,test_a,37 days 04:00:00,17,low
893,test_a,37 days 05:00:00,18,low
894,test_a,37 days 06:00:00,11,low
895,test_a,37 days 07:00:00,8,low
896,test_a,37 days 08:00:00,12,low
897,test_a,37 days 09:00:00,14,low
898,test_a,37 days 10:00:00,17,low
899,test_a,37 days 11:00:00,16,low
900,test_a,37 days 12:00:00,19,low
901,test_a,37 days 13:00:00,24,low
902,test_a,37 days 14:00:00,27,low
903,test_a,37 days 15:00:00,26,low
904,test_a,37 days 16:00:00,20,low
905,test_a,37 days 17:00:00,19,low
906,test_a,37 days 18:00:00,19,low
907,test_a,37 days 19:00:00,15,low
908,test_a,37 days 20:00:00,8,low
909,test_a,37 days 21:00:00,-4,low
910,test_a,37 days 22:00:00,-11,low
911,test_a,37 days 23:00:00,-16,low
912,test_a,38 days 00:00:00,-25,low
913,test_a,38 days 01:00:00,-32,low
914,test_a,38 days 02:00:00,-26,low
915,test_a,38 days 03:00:00,-21,low
916,test_a,38 days 04:00:00,-17,low
917,test_a,38 days 05:00:00,-16,low
918,test_a,38 days 06:00:00,-12,low
919,test_a,38 days 07:00:00,-12,low
920,test_a,38 days 08:00:00,-9,low
921,test_a,38 days 09:00:00,-5,low
922,test_a,38 days 10:00:00,-1,low
923,test_a,38 days 11:00:00,1,low
924,test_a,38 days 12:00:00,2,low
925,test_a,38 days 13:00:00,-1,low
926,test_a,38 days 14:00:00,-3,low
927,test_a,38 days 15:00:00,-4,low
928,test_a,38 days 16:00:00,-5,low
929,test_a,38 days 17:00:00,0,low
930,test_a,38 days 18:00:00,0,low
931,test_a,38 days 19:00:00,-1,low
932,test_a,38 days 20:00:00,0,low
933,test_a,38 days 21:00:00,-3,low
934,test_a,38 days 22:00:00,-5,low
935,test_a,38 days 23:00:00,-4,low
936,test_a,39 days 00:00:00,-2,low
937,test_a,39 days 01:00:00,-2,low
938,test_a,39 days 02:00:00,1,low
939,test_a,39 days 03:00:00,1,low
940,test_a,39 days 04:00:00,-3,low
941,test_a,39 days 05:00:00,-4,low
942,test_a,39 days 06:00:00,-7,low
943,test_a,39 days 07:00:00,-11,low
944,test_a,39 days 08:00:00,-14,low
945,test_a,39 days 09:00:00,-9,low
946,test_a,39 days 10:00:00,-8,low
947,test_a,39 days 11:00:00,-6,low
948,test_a,39 days 12:00:00,-6,low
949,test_a,39 days 13:00:00,-9,low
950,test_a,39 days 14:00:00,-13,low
951,test_a,39 days 15:00:00,-19,low
952,test_a,39 days 16:00:00,-21,low
953,test_a,39 days 17:00:00,-21,low
954,test_a,39 days 18:00:00,-19,low
955,test_a,39 days 19:00:00,-18,low
956,test_a,39 days 20:00:00,-21,low
957,test_a,39 days 21:00:00,-26,low
958,test_a,39 days 22:00:00,-31,low
959,test_a,39 days 23:00:00,-37,low
960,test_a,40 days 00:00:00,-38,low
961,test_a,40 days 01:00:00,-37,low
962,test_a,40 days 02:00:00,-33,low
963,test_a,40 days 03:00:00,-31,low
964,test_a,40 days 04:00:00,-30,low
965,test_a,40 days 05:00:00,-30,low
966,test_a,40 days 06:00:00,-27,low
967,test_a,40 days 07:00:00,-26,low
968,test_a,40 days 08:00:00,-25,low
969,test_a,40 days 09:00:00,-21,low
970,test_a,40 days 10:00:00,-16,low
971,test_a,40 days 11:00:00,-16,low
972,test_a,40 days 12:00:00,-16,low
973,test_a,40 days 13:00:00,-17,low
974,test_a,40 days 14:00:00,-15,low
975,test_a,40 days 15:00:00,-14,low
976,test_a,40 days 16:00:00,-9,low
977,test_a,40 days 17:00:00,-5,low
978,test_a,40 days 18:00:00,-3,low
979,test_a,40 days 19:00:00,-3,low
980,test_a,40 days 20:00:00,-2,low
981,test_a,40 days 21:00:00,1,low
982,test_a,40 days 22:00:00,5,low
983,test_a,40 days 23:00:00,7,low
984,test_a,41 days 00:00:00,6,low
985,test_a,41 days 01:00:00,6,low
986,test_a,41 days 02:00:00,9,low
987,test_a,41 days 03:00:00,3,low
988,test_a,41 days 04:00:00,2,low
989,test_a,41 days 05:00:00,3,low
990,test_a,41 days 06:00:00,3,low
991,test_a,41 days 07:00:00,2,low
992,test_a,41 days 08:00:00,2,low
993,test_a,41 days 09:00:00,1,low
994,test_a,41 days 10:00:00,5,low
995,test_a,41 days 11:00:00,4,low
996,test_a,41 days 12:00:00,2,low
997,test_a,41 days 13:00:00,3,low
998,test_a,41 days 14:00:00,4,low
999,test_a,41 days 15:00:00,4,low
1000,test_a,41 days 16:00:00,7,low
1001,test_a,41 days 17:00:00,7,low
1002,test_a,41 days 18:00:00,8,low
1003,test_a,41 days 19:00:00,10,low
1004,test_a,41 days 20:00:00,13,low
1005,test_a,41 days 21:00:00,12,low
1006,test_a,41 days 22:00:00,12,low
1007,test_a,41 days 23:00:00,4,low
1008,test_a,42 days 00:00:00,1,low
1009,test_a,42 days 01:00:00,0,low
1010,test_a,42 days 02:00:00,1,low
1011,test_a,42 days 03:00:00,3,low
1012,test_a,42 days 04:00:00,1,low
1013,test_a,42 days 05:00:00,4,low
1014,test_a,42 days 06:00:00,6,low
1015,test_a,42 days 07:00:00,8,low
1016,test_a,42 days 08:00:00,10,low
1017,test_a,42 days 09:00:00,9,low
1018,test_a,42 days 10:00:00,7,low
1019,test_a,42 days 11:00:00,4,low
1020,test_a,42 days 12:00:00,3,low
1021,test_a,42 days 13:00:00,4,low
1022,test_a,42 days 14:00:00,4,low
1023,test_a,42 days 15:00:00,5,low
1024,test_a,42 days 16:00:00,5,low
1025,test_a,42 days 17:00:00,7,low
1026,test_a,42 days 18:00:00,9,low
1027,test_a,42 days 19:00:00,8,low
1028,test_a,42 days 20:00:00,2,low
1029,test_a,42 days 21:00:00,-2,low
1030,test_a,42 days 22:00:00,-2,low
1031,test_a,42 days 23:00:00,-4,low
1032,test_a,43 days 00:00:00,0,low
1033,test_a,43 days 01:00:00,8,low
1034,test_a,43 days 02:00:00,-3,low
1035,test_a,43 days 03:00:00,-6,low
1036,test_a,43 days 04:00:00,-14,low
1037,test_a,43 days 05:00:00,-17,low
1038,test_a,43 days 06:00:00,-14,low
1039,test_a,43 days 07:00:00,-9,low
1040,test_a,43 days 08:00:00,-5,low
1041,test_a,43 days 09:00:00,-2,low
1042,test_a,43 days 10:00:00,-1,low
1043,test_a,43 days 11:00:00,-4,low
1044,test_a,43 days 12:00:00,-5,low
1045,test_a,43 days 13:00:00,-9,low
1046,test_a,43 days 14:00:00,-11,low
1047,test_a,43 days 15:00:00,-14,low
1048,test_a,43 days 16:00:00,-18,low
1049,test_a,43 days 17:00:00,-14,low
1050,test_a,43 days 18:00:00,-7,low
1051,test_a,43 days 19:00:00,-4,low
1052,test_a,43 days 20:00:00,-1,low
1053,test_a,43 days 21:00:00,-2,low
1054,test_a,43 days 22:00:00,0,low
1055,test_a,43 days 23:00:00,2,low
1056,test_a,44 days 00:00:00,2,low
1057,test_a,44 days 01:00:00,1,low
1058,test_a,44 days 02:00:00,3,low
1059,test_a,44 days 03:00:00,4,low
1060,test_a,44 days 04:00:00,3,low
1061,test_a,44 days 05:00:00,3,low
1062,test_a,44 days 06:00:00,6,low
1063,test_a,44 days 07:00:00,7,low
1064,test_a,44 days 08:00:00,6,low
1065,test_a,44 days 09:00:00,6,low
1066,test_a,44 days 10:00:00,10,low
1067,test_a,44 days 11:00:00,9,low
1068,test_a,44 days 12:00:00,11,low
1069,test_a,44 days 13:00:00,12,low
1070,test_a,44 days 14:00:00,12,low
1071,test_a,44 days 15:00:00,4,low
1072,test_a,44 days 16:00:00,-8,low
1073,test_a,44 days 17:00:00,-17,low
1074,test_a,44 days 18:00:00,-16,low
1075,test_a,44 days 19:00:00,-15,low
1076,test_a,44 days 20:00:00,-18,low
1077,test_a,44 days 21:00:00,-19,low
1078,test_a,44 days 22:00:00,-13,low
1079,test_a,44 days 23:00:00,-6,low
1080,test_a,45 days 00:00:00,-5,low
1081,test_a,45 days 01:00:00,-11,low
1082,test_a,45 days 02:00:00,-13,low
1083,test_a,45 days 03:00:00,-16,low
1084,test_a,45 days 04:00:00,-10,low
1085,test_a,45 days 05:00:00,0,low
1086,test_a,45 days 06:00:00,-1,low
1087,test_a,45 days 07:00:00,-3,low
1088,test_a,45 days 08:00:00,-2,low
1089,test_a,45 days 09:00:00,1,low
1090,test_a,45 days 10:00:00,-1,low
1091,test_a,45 days 11:00:00,1,low
1092,test_a,45 days 12:00:00,10,low
1093,test_a,45 days 13:00:00,10,low
1094,test_a,45 days 14:00:00,7,low
1095,test_a,45 days 15:00:00,1,low
1096,test_a,45 days 16:00:00,3,low
1097,test_a,45 days 17:00:00,8,low
1098,test_a,45 days 18:00:00,9,low
1099,test_a,45 days 19:00:00,7,low
1100,test_a,45 days 20:00:00,5,low
1101,test_a,45 days 21:00:00,-4,low
1102,test_a,45 days 22:00:00,-5,low
1103,test_a,45 days 23:00:00,-12,low
1104,test_a,46 days 00:00:00,-16,low
1105,test_a,46 days 01:00:00,-15,low
1106,test_a,46 days 02:00:00,-18,low
1107,test_a,46 days 03:00:00,-19,low
1108,test_a,46 days 04:00:00,-18,low
1109,test_a,46 days 05:00:00,-18,low
1110,test_a,46 days 06:00:00,-12,low
1111,test_a,46 days 07:00:00,-11,low
1112,test_a,46 days 08:00:00,-12,low
1113,test_a,46 days 09:00:00,-9,low
1114,test_a,46 days 10:00:00,-9,low
1115,test_a,46 days 11:00:00,-7,low
1116,test_a,46 days 12:00:00,-9,low
1117,test_a,46 days 13:00:00,-13,low
1118,test_a,46 days 14:00:00,-14,low
1119,test_a,46 days 15:00:00,-17,low
1120,test_a,46 days 16:00:00,-14,low
1121,test_a,46 days 17:00:00,-12,low
1122,test_a,46 days 18:00:00,-9,low
1123,test_a,46 days 19:00:00,-10,low
1124,test_a,46 days 20:00:00,-10,low
1125,test_a,46 days 21:00:00,-12,low
1126,test_a,46 days 22:00:00,-12,low
1127,test_a,46 days 23:00:00,-12,low
1128,test_a,47 days 00:00:00,-14,low
1129,test_a,47 days 01:00:00,-13,low
1130,test_a,47 days 02:00:00,-7,low
1131,test_a,47 days 03:00:00,-4,low
1132,test_a,47 days 04:00:00,-5,low
1133,test_a,47 days 05:00:00,-9,low
1134,test_a,47 days 06:00:00,-9,low
1135,test_a,47 days 07:00:00,-8,low
1136,test_a,47 days 08:00:00,-6,low
1137,test_a,47 days 09:00:00,-3,low
1138,test_a,47 days 10:00:00,-4,low
1139,test_a,47 days 11:00:00,-6,low
1140,test_a,47 days 12:00:00,-8,low
1141,test_a,47 days 13:00:00,-8,low
1142,test_a,47 days 14:00:00,-11,low
1143,test_a,47 days 15:00:00,-12,low
1144,test_a,47 days 16:00:00,-10,low
1145,test_a,47 days 17:00:00,-6,low
1146,test_a,47 days 18:00:00,-4,low
1147,test_a,47 days 19:00:00,-3,low
1148,test_a,47 days 20:00:00,1,low
1149,test_a,47 days 21:00:00,4,low
1150,test_a,47 days 22:00:00,5,low
1151,test_a,47 days 23:00:00,2,low
1152,test_a,48 days 00:00:00,-1,low
1153,test_a,48 days 01:00:00,1,low
1154,test_a,48 days 02:00:00,4,low
1155,test_a,48 days 03:00:00,3,low
1156,test_a,48 days 04:00:00,1,low
1157,test_a,48 days 05:00:00,2,low
1158,test_a,48 days 06:00:00,4,low
1159,test_a,48 days 07:00:00,2,low
1160,test_a,48 days 08:00:00,2,low
1161,test_a,48 days 09:00:00,2,low
1162,test_a,48 days 10:00:00,4,low
1163,test_a,48 days 11:00:00,1,low
1164,test_a,48 days 12:00:00,-3,low
1165,test_a,48 days 13:00:00,-4,low
1166,test_a,48 days 14:00:00,-2,low
1167,test_a,48 days 15:00:00,-4,low
1168,test_a,48 days 16:00:00,-4,low
1169,test_a,48 days 17:00:00,-5,low
1170,test_a,48 days 18:00:00,-3,low
1171,test_a,48 days 19:00:00,-1,low
1172,test_a,48 days 20:00:00,-3,low
1173,test_a,48 days 21:00:00,1,low
1174,test_a,48 days 22:00:00,-2,low
1175,test_a,48 days 23:00:00,-1,low
1176,test_a,49 days 00:00:00,-1,low
1177,test_a,49 days 01:00:00,0,low
1178,test_a,49 days 02:00:00,3,low
1179,test_a,49 days 03:00:00,2,low
1180,test_a,49 days 04:00:00,1,low
1181,test_a,49 days 05:00:00,0,low
1182,test_a,49 days 06:00:00,-1,low
1183,test_a,49 days 07:00:00,1,low
1184,test_a,49 days 08:00:00,0,low
1185,test_a,49 days 09:00:00,-3,low
1186,test_a,49 days 10:00:00,-1,low
1187,test_a,49 days 11:00:00,-1,low
1188,test_a,49 days 12:00:00,-2,low
1189,test_a,49 days 13:00:00,0,low
1190,test_a,49 days 14:00:00,3,low
1191,test_a,49 days 15:00:00,3,low
1192,test_a,49 days 16:00:00,2,low
1193,test_a,49 days 17:00:00,2,low
1194,test_a,49 days 18:00:00,1,low
1195,test_a,49 days 19:00:00,3,low
1196,test_a,49 days 20:00:00,3,low
1197,test_a,49 days 21:00:00,1,low
1198,test_a,49 days 22:00:00,1,low
1199,test_a,49 days 23:00:00,1,low
1200,test_a,50 days 00:00:00,-1,low
1201,test_a,50 days 01:00:00,1,low
1202,test_a,50 days 02:00:00,5,low
1203,test_a,50 days 03:00:00,5,low
1204,test_a,50 days 04:00:00,10,low
1205,test_a,50 days 05:00:00,10,low
1206,test_a,50 days 06:00:00,10,low
1207,test_a,50 days 07:00:00,8,low
1208,test_a,50 days 08:00:00,6,low
1209,test_a,50 days 09:00:00,8,low
1210,test_a,50 days 10:00:00,9,low
1211,test_a,50 days 11:00:00,11,low
1212,test_a,50 days 12:00:00,11,low
1213,test_a,50 days 13:00:00,9,low
1214,test_a,50 days 14:00:00,11,low
1215,test_a,50 days 15:00:00,10,low
1216,test_a,50 days 16:00:00,12,low
1217,test_a,50 days 17:00:00,13,low
1218,test_a,50 days 18:00:00,17,low
1219,test_a,50 days 19:00:00,20,low
1220,test_a,50 days 20:00:00,23,low
1221,test_a,50 days 21:00:00,22,low
1222,test_a,50 days 22:00:00,15,low
1223,test_a,50 days 23:00:00,10,low
1224,test_a,51 days 00:00:00,11,low
1225,test_a,51 days 01:00:00,12,low
1226,test_a,51 days 02:00:00,6,low
1227,test_a,51 days 03:00:00,-1,low
1228,test_a,51 days 04:00:00,-8,low
1229,test_a,51 days 05:00:00,-11,low
1230,test_a,51 days 06:00:00,-15,low
1231,test_a,51 days 07:00:00,-18,low
1232,test_a,51 days 08:00:00,-16,low
1233,test_a,51 days 09:00:00,-15,low
1234,test_a,51 days 10:00:00,-14,low
1235,test_a,51 days 11:00:00,-14,low
1236,test_a,51 days 12:00:00,-14,low
1237,test_a,51 days 13:00:00,-12,low
1238,test_a,51 days 14:00:00,-9,low
1239,test_a,51 days 15:00:00,-9,low
1240,test_a,51 days 16:00:00,-6,low
1241,test_a,51 days 17:00:00,-5,low
1242,test_a,51 days 18:00:00,-10,low
1243,test_a,51 days 19:00:00,-11,low
1244,test_a,51 days 20:00:00,-7,low
1245,test_a,51 days 21:00:00,-4,low
1246,test_a,51 days 22:00:00,-3,low
1247,test_a,51 days 23:00:00,-5,low
1248,test_a,52 days 00:00:00,-7,low
1249,test_a,52 days 01:00:00,-11,low
1250,test_a,52 days 02:00:00,-10,low
1251,test_a,52 days 03:00:00,-4,low
1252,test_a,52 days 04:00:00,0,low
1253,test_a,52 days 05:00:00,2,low
1254,test_a,52 days 06:00:00,2,low
1255,test_a,52 days 07:00:00,1,low
1256,test_a,52 days 08:00:00,-2,low
1257,test_a,52 days 09:00:00,-4,low
1258,test_a,52 days 10:00:00,-4,low
1259,test_a,52 days 11:00:00,-1,low
1260,test_a,52 days 12:00:00,-2,low
1261,test_a,52 days 13:00:00,-3,low
1262,test_a,52 days 14:00:00,-3,low
1263,test_a,52 days 15:00:00,-4,low
1264,test_a,52 days 16:00:00,-4,low
1265,test_a,52 days 17:00:00,0,low
1266,test_a,52 days 18:00:00,2,low
1267,test_a,52 days 19:00:00,4,low
1268,test_a,52 days 20:00:00,3,low
1269,test_a,52 days 21:00:00,5,low
1270,test_a,52 days 22:00:00,4,low
1271,test_a,52 days 23:00:00,1,low
1272,test_a,53 days 00:00:00,-1,low
1273,test_a,53 days 01:00:00,2,low
1274,test_a,53 days 02:00:00,3,low
1275,test_a,53 days 03:00:00,2,low
1276,test_a,53 days 04:00:00,7,low
1277,test_a,53 days 05:00:00,21,low
1278,test_a,53 days 06:00:00,20,low
1279,test_a,53 days 07:00:00,14,low
1280,test_a,53 days 08:00:00,14,low
1281,test_a,53 days 09:00:00,17,low
1282,test_a,53 days 10:00:00,15,low
1283,test_a,53 days 11:00:00,11,low
1284,test_a,53 days 12:00:00,10,low
1285,test_a,53 days 13:00:00,14,low
1286,test_a,53 days 14:00:00,21,low
1287,test_a,53 days 15:00:00,27,low
1288,test_a,53 days 16:00:00,11,low
1289,test_a,53 days 17:00:00,0,low
1290,test_a,53 days 18:00:00,-6,low
